UNITID,INSTNM,CITY,STABBR,HIGHDEG,CONTROL,CCBASIC,ADM_RATE,SAT_AVG,UGDS,NPT4_PRIV,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,COSTT4_A,TUITIONFEE_IN,PCTPELL,C150_4,RET_FT4,RPY_3YR_RT,PAR_ED_PCT_1STGEN,DEP_INC_AVG,GRAD_DEBT_MDN,LO_INC_DEBT_MDN,HI_INC_DEBT_MDN,FIRSTGEN_DEBT_MDN,COUNT_WNE_P10,MD_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,_key,real_PCT75_EARN_WNE_P10,real_COSTT4_A,real_NPT41_PRIV,real_NPT44_PRIV,real_GRAD_DEBT_MDN,real_PCT25_EARN_WNE_P10,real_NPT4_PRIV,real_HI_INC_DEBT_MDN,real_NPT43_PRIV,real_DEP_INC_AVG,real_MD_EARN_WNE_P10,real_TUITIONFEE_IN,real_NPT42_PRIV,real_LO_INC_DEBT_MDN,real_FIRSTGEN_DEBT_MDN,real_PCT90_EARN_WNE_P10,real_NPT45_PRIV
102377,Tuskegee University,Tuskegee,AL,4,2,19.0,0.4868,1120.0,2630,35013.0,34324.0,34069.0,34855.0,37772.0,36778.0,43454.0,25386.0,0.5767,0.5498,0.8068,0.4960173787,0.2306438468,53532.205314,27000.0,22937.0,19500.0,21000.0,900,49641.0,26919.0,78316.0,81200.0,tuskegee university,80379.07629583524,44598.707561152565,35228.19621505502,38767.026786943774,27711.260278711266,27628.12649787513,35935.3465236488,20013.687979069247,35773.18433386967,54942.40276850609,50948.69153687059,26054.742719828304,34966.47875686719,23541.22877825186,21553.20243899765,83339.04943079091,37746.84187149788
102395,United States Sports University,Daphne,AL,4,2,32.0,0.6137,,228,24076.0,21550.0,24731.0,,25993.0,31606.0,32606.0,13800.0,0.4462,,0.4286,0.4436090226,,58708.857143,,10819.0,,,73,55257.0,37678.0,77067.0,,united states sports university,79097.17392220152,33464.93898695035,22117.691074304734,26677.732904612665,,38670.55054745493,24710.233424824164,,,60255.4229983463,56712.63367484253,14163.533031341314,25382.488072326232,11104.004627976932,,,32438.59601366475
102669,Alaska Pacific University,Anchorage,AK,4,2,22.0,0.9645,,457,21616.0,19404.0,13365.0,16037.0,,31181.0,34026.0,20760.0,0.3204,0.4722,0.68,0.5701357466,,78345.556962,23500.0,11250.0,16000.0,12500.0,160,54271.0,29511.0,79869.0,85000.0,alaska pacific university,81972.98693334778,34922.346009015906,19915.15905363383,,24119.059872211656,30288.407484631414,22185.429710541583,16421.48757256964,16459.462262581204,80409.4118760956,55700.65950318293,21306.880125409105,13717.073837962076,11546.358449463027,12829.287166070031,87239.1527292762,32002.40025001837
104586,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,4,2,22.0,0.7658,1250.0,3218,40287.0,39171.0,37924.0,37346.0,37587.0,42834.0,62798.0,44149.0,0.1825,0.6776,0.8216,0.6444394213,0.3554592721,89514.958303,23666.0,15000.0,14750.0,14000.0,3262,84131.0,55392.0,112155.0,115500.0,embry-riddle aeronautical university-prescott,115109.49616884674,64452.28603638926,40202.88060657033,38577.15333688594,24289.432805777065,56851.18997623609,41348.279364757065,15138.558855962636,38329.80468032411,91873.04845823775,86347.26068549101,45312.015927586064,38923.03091888319,15395.144599284036,14368.801625998434,118542.61341448707,43962.3749177155
104717,Grand Canyon University,Phoenix,AZ,4,2,17.0,0.7891,1077.0,73371,22472.0,18557.0,18763.0,21712.0,24471.0,25701.0,32702.0,17850.0,0.4594,0.4346,0.7205,0.3519825032,0.4744080533,69175.827368,22114.0,10764.0,15000.0,12500.0,19340,42186.0,21881.0,68589.0,96100.0,grand canyon university,70395.83819468618,33563.46791238577,19045.846555260923,25115.638899271977,22696.548511237812,22457.410598462266,23063.979295674057,15395.144599284036,22283.958635977,70998.12434036467,43297.304671026424,18320.222073148005,19257.273207757757,11047.555764446224,12829.287166070031,98631.55973274639,26378.04075641327
105589,Prescott College,Prescott,AZ,4,2,19.0,0.9451,,219,22583.0,22542.0,19587.0,16537.0,24832.0,25444.0,48532.0,35685.0,0.4163,0.5556,0.7391,0.525390625,0.2319587629,82030.468085,16300.0,12500.0,10500.0,12500.0,251,42359.0,19444.0,61057.0,63500.0,prescott college,62665.42291989903,49810.477179496855,23135.82330380405,25486.14871262808,16729.39046455532,19956.212772565254,23177.90336570876,10776.601219498825,16972.633749224005,84191.39451436861,43474.86200540483,36625.04900169672,20102.979817745094,12829.287166070031,12829.287166070031,65172.77880363575,26114.27061227887
105899,Arizona Christian University,Glendale,AZ,4,2,22.0,0.7062,,1165,32839.0,30522.0,29991.0,32259.0,34557.0,34323.0,54792.0,35098.0,0.3388,0.3987,0.5372,0.5551470588,0.3825503356,61651.677083,23000.0,6500.0,5500.0,6500.0,226,51612.0,30988.0,72457.0,52100.0,arizona christian university,74365.73281535489,56235.384192264726,31326.040230623155,35467.33412783056,23605.888385568855,31804.316056174248,33704.0768997259,5644.886353070813,33108.79797522025,63275.76556541006,52971.613537216515,36022.585676378076,30781.0521118085,6671.229326356416,6671.229326356416,53472.468908179886,35227.16987208173
106306,Arkansas Baptist College,Little Rock,AR,3,2,23.0,,,342,10627.0,7715.0,11741.0,19496.0,20055.0,,23060.0,8760.0,0.7936,0.0739,0.234,0.2544080605,0.4495289367,24540.288722,25375.0,9250.0,6500.0,8250.0,757,28418.0,13142.0,44142.0,42400.0,arkansas baptist college,45304.831526773065,23667.468963965992,7918.2360388984225,20583.30832924276,26043.45294712216,13488.199354919387,10906.946777106097,6671.229326356416,20009.582607176104,25186.752892224617,29166.61461483025,8990.764445981877,12050.292849346259,9493.672502891823,8467.32952960622,43516.942067309545,
106342,Lyon College,Batesville,AR,3,2,21.0,0.6276,,648,19616.0,16084.0,16695.0,17348.0,20936.0,23391.0,44978.0,31000.0,0.4061,0.4676,0.7131,0.6743295019,0.3,68280.881657,21500.0,9500.0,11185.0,9500.0,330,44232.0,29991.0,61811.0,71300.0,lyon college,63439.28552175637,46162.85425243983,16507.70038232563,21487.516488707373,22066.37392564045,30781.0521118085,20132.74376397038,11479.646156199464,17804.997900558632,70079.60309840774,45397.20239436877,31816.632171853675,17134.795939003132,9750.258246213223,9750.258246213223,73178.25399526345,24007.188488123527
106713,Central Baptist College,Conway,AR,3,2,22.0,0.6346,1046.0,484,12287.0,11750.0,12659.0,12067.0,14382.0,11408.0,30605.0,21330.0,0.3982,0.3411,0.6275,0.5753424658,0.3455497382,61779.966165,22250.0,13382.0,14000.0,12000.0,326,46789.0,29462.0,65716.0,67100.0,central baptist college,67447.15483243664,31411.226697405862,12059.529936105828,14760.864641793534,22836.131155604653,30238.11667894042,12610.676112760197,14368.801625998434,12384.880658637365,63407.434163270016,48021.561377060054,21891.8956201819,12992.475698822442,13734.521668507932,12316.115679427228,68867.61350746392,11708.520639242153
106810,Crowley's Ridge College,Paragould,AR,3,2,22.0,,,165,16315.0,15652.0,17238.0,12707.0,19956.0,18079.0,27340.0,16670.0,0.4178,0.3585,0.5385,0.5267857143,0.3956834532,55119.177778,26228.0,10500.0,22500.0,14500.0,90,39533.0,25001.0,51374.0,,crowley's ridge college,52727.34390957454,28060.21688962837,16064.320217866249,20481.70037488748,26918.92350333478,25659.600675113346,16744.785609154602,23092.716898926054,13041.74016154015,56571.18080573022,40574.416762899724,17109.13736467099,17692.100173497216,10776.601219498825,14881.973112641235,,18555.254614030408
107044,Harding University,Searcy,AR,4,2,17.0,0.7052,1182.0,3382,22130.0,15418.0,17430.0,19832.0,22017.0,26284.0,39534.0,26262.0,0.2381,0.6879,0.864,0.7277023036,0.2054794521,90168.721746,26500.0,22214.0,21480.0,22500.0,1671,52876.0,34804.0,76562.0,77800.0,harding university,78578.8707206923,40575.443105873004,15824.155962117418,22596.993242829107,27198.088792068465,35720.84084223211,22712.969998810382,22045.84706617474,20354.433846200067,92544.0339741518,54268.91105544951,26953.81916442649,17889.15802436805,22799.182808566373,23092.716898926054,79849.48332161987,26976.398709838773
107080,Hendrix College,Conway,AR,4,2,21.0,0.5565,1282.0,1100,24149.0,15951.0,18838.0,26414.0,26396.0,27453.0,55013.0,38200.0,0.2319,0.7235,0.7964,0.7620320856,0.1920668058,89363.408537,26688.0,19488.0,19500.0,19500.0,321,60376.0,37323.0,84322.0,75800.0,hendrix college,86543.29219338857,56462.205989360846,16371.196766878644,27091.34912284676,27391.041271046157,38306.198791938536,24785.156461874012,20013.687979069247,27109.823296365903,91717.50642080056,61966.483355091535,39206.301579510015,19334.24893075418,20001.37186338982,20013.687979069247,77796.79737504867,28176.193645609645
107141,John Brown University,Siloam Springs,AR,4,2,19.0,0.7614,1195.0,1471,20397.0,17484.0,17210.0,16655.0,21433.0,24627.0,44710.0,31756.0,0.237,0.7179,0.8148,0.7462871287,0.2888283379,81714.051527,21250.0,15735.0,16750.0,17334.0,718,53907.0,36159.0,85072.0,106800.0,john brown university,87313.04942335277,45887.79433559928,17944.580544925473,21997.608946430315,21809.78818231905,37111.535571034095,20934.317626106433,17191.24480253384,17093.74222007171,83866.6426034341,55327.07066090697,32592.54745965759,17663.36257024522,16149.506684648954,17790.629098932633,109613.42954690233,25275.74840310453
107512,Ouachita Baptist University,Arkadelphia,AR,4,2,21.0,0.6752,1211.0,1602,22409.0,15207.0,15954.0,18007.0,19151.0,26281.0,47321.0,34500.0,0.2341,0.614,0.8254,0.6861471861,0.2354892206,79222.702791,21050.0,14750.0,15000.0,15000.0,498,51673.0,34167.0,70232.0,77700.0,ouachita baptist university,72082.11969979444,48567.575838847995,15607.597594754156,19655.494281392574,21604.519587661933,35067.06036824918,22999.319688357064,15395.144599284036,18481.357919953844,81309.66433423654,53034.22045858693,35408.832578353285,16374.275795798501,15138.558855962636,15395.144599284036,79746.84902429131,26973.319680918918
107558,University of the Ozarks,Clarksville,AR,3,2,22.0,0.5951,1105.0,767,17360.0,14664.0,14551.0,19291.0,18632.0,22836.0,38666.0,25950.0,0.3984,0.5148,0.6862,0.59030837,0.346875,57297.348624,20875.0,10900.0,13000.0,9375.0,226,44384.0,32523.0,60124.0,62900.0,university of the ozarks,61707.84492582356,39684.5774050611,15050.293360260073,19122.822278257343,21424.909567336952,33379.75252016765,17817.31401623806,13342.458652712832,19799.182297652555,58806.73114813788,45553.206526308175,26633.600156761382,14934.316604278802,11187.138408813067,9621.965374552523,64556.973019664394,23437.568137950017
107600,Philander Smith University,Little Rock,AR,4,2,22.0,,,751,14224.0,13393.0,14606.0,16686.0,12847.0,15800.0,28136.0,13014.0,0.6781,0.3038,0.6568,0.3868921776,0.4303405573,27161.282828,24736.0,15000.0,15000.0,14890.0,321,38427.0,19226.0,51858.0,57200.0,philander smith university,53224.09390864477,28877.18589636371,13745.811441214073,13185.428177800135,25387.61978719266,19732.470004388993,14598.70245201441,15395.144599284036,17125.55885224356,27876.791775940696,39439.281434445846,13356.82745433883,14990.76546780951,15395.144599284036,15282.24687222262,58706.81807193646,16216.218977912518
107877,Williams Baptist University,Walnut Ridge,AR,4,2,22.0,0.8342,980.0,478,15745.0,10733.0,19044.0,15655.0,15195.0,24028.0,33597.0,21070.0,0.5438,0.2564,0.7015,0.6174242424,0.3235294118,57041.252174,21820.0,8411.0,11500.0,9500.0,275,38484.0,24778.0,50005.0,61900.0,williams baptist university,51322.28037914655,34482.044873476385,11015.739132274372,15595.281479074729,22394.803677091844,25430.726192070655,16159.77011438181,11802.944192784427,16067.399246786106,58543.88835619699,39497.78298392313,21625.046447127643,19545.675583251013,8632.570748305203,9750.258246213223,63530.63004637879,24660.968962106454
109651,Art Center College of Design,Pasadena,CA,4,2,20.0,0.7454,,2017,48661.0,39645.0,42161.0,44738.0,45677.0,61144.0,75649.0,54170.0,0.216,0.7917,0.8594,0.6971830986,0.2428842505,66472.693671,31000.0,28500.0,23288.0,27906.0,510,71958.0,28421.0,125307.0,114700.0,art center college of design,128607.95895349898,77641.81958608254,40689.36717590771,46880.267990766464,31816.632171853675,29169.693643750106,49942.8754230507,23901.47516187511,45916.53193885128,68223.78206459718,73853.58767168538,55596.99886288108,43271.64609669428,29250.77473863967,28641.127012508023,117721.5390358586,62754.714758574875
109785,Azusa Pacific University,Azusa,CA,4,2,16.0,0.8843,1195.0,2759,22212.0,15781.0,20495.0,22998.0,,27193.0,56313.0,44458.0,0.3515,0.6179,0.8402,0.6398247056,0.3798259924,83629.777879,23219.0,20500.0,18500.0,20000.0,2601,66677.0,38819.0,98212.0,92800.0,azusa pacific university,100799.19609232558,57796.45185463213,16196.718461420092,,23830.657496718402,39841.6078799738,22797.1301226198,18987.345005783645,23603.835699622283,85832.83488354736,68433.47042976411,45629.15590633131,21034.899237488422,21040.03095235485,20526.85946571205,95244.6279209039,27909.344472555385
110097,Biola University,La Mirada,CA,4,2,17.0,0.7435,1261.0,3474,31495.0,27144.0,25410.0,26825.0,29846.0,37314.0,62757.0,48984.0,0.2604,0.676,0.839,0.7403017241,0.2355072464,90408.023704,23875.0,19500.0,18375.0,19656.0,1319,56778.0,32980.0,83447.0,84500.0,biola university,85645.24209176366,64410.205974484554,27859.05366686439,30632.23238068209,24503.93848719376,33848.791258959165,32324.67194363005,18859.052134122943,27531.650258386286,92789.6398572386,58273.70133720993,50274.38420342195,26079.374951187157,20013.687979069247,20173.797482901802,86725.98124263341,38296.96170517897
110361,California Baptist University,Riverside,CA,4,2,18.0,0.8488,,8179,26285.0,22298.0,21941.0,22620.0,26179.0,33971.0,54038.0,41228.0,0.4206,0.6188,0.7436,0.5394831299,0.4160798122,75663.119057,26063.0,21500.0,19000.0,21000.0,1989,61504.0,34450.0,88303.0,76500.0,california baptist university,90629.16357003855,55461.521590407385,22885.395618322364,26868.632697643785,26749.576912742657,35357.515429689,26977.42505281206,19500.516492426446,23215.878055720328,77656.3105810239,63124.19822895769,42314.06810261882,22518.991176859403,22066.37392564045,21553.20243899765,78515.23745634858,34865.8971454852
110370,California College of the Arts,San Francisco,CA,4,2,30.0,0.911,,990,53909.0,61407.0,43261.0,45378.0,46060.0,56394.0,79776.0,60226.0,0.2509,0.6122,0.867,0.6337792642,0.2441860465,75828.647651,27000.0,23875.0,14460.0,23750.0,404,49414.0,18349.0,93969.0,100300.0,california college of the arts,96444.42285667478,81877.53703683222,63024.64296054899,47273.35734953485,27711.260278711266,18832.367216817518,55329.12334685354,14840.919393709812,46573.391441754065,77826.19969035366,50715.71168193476,61812.53190909869,44400.62336730845,24503.93848719376,24375.645615533056,102942.20022054593,57879.58563546826
110404,California Institute of Technology,Pasadena,CA,4,2,15.0,0.0257,,987,16075.0,-2133.0,-2886.0,431.0,18753.0,54157.0,86886.0,65898.0,0.1799,0.9437,0.9737,,,,,,,,67,128566.0,78105.0,225460.0,189000.0,california institute of technology,231399.2867569719,89174.83557689284,-2189.18956201819,19247.0097780249,,80162.51792847198,16498.46329556606,,442.35382148609466,,131952.81070343676,67633.94925357462,-2962.0258209022486,,,193978.82195097886,55583.65640422837
110413,California Lutheran University,Thousand Oaks,CA,4,2,18.0,0.7567,1266.0,2296,30109.0,22161.0,23668.0,24318.0,29303.0,38364.0,68426.0,52560.0,0.3109,0.696,0.7878,0.7060260586,0.3538587849,89200.654511,21669.0,18750.0,17500.0,19373.0,1025,68712.0,44592.0,96084.0,96300.0,california lutheran university,98615.13824517382,70228.54429004063,22744.786630982235,30074.92814618801,22239.82588812572,45766.685864751584,30902.160582656204,17961.002032498043,24958.60842435928,91550.46496984153,70522.07838040031,53944.58667589126,24291.485491723637,19243.930749105046,19883.342421461977,98836.82832740352,39374.62182712885
111081,California Institute of the Arts,Valencia,CA,4,2,19.0,0.3234,,860,46080.0,26686.0,40899.0,51847.0,38627.0,58873.0,77560.0,58996.0,0.2424,0.6667,0.8239,0.6650366748,0.1573426573,105111.06693,25000.0,20000.0,14000.0,20000.0,272,41198.0,13878.0,89495.0,96900.0,california institute of the arts,91852.56439419498,79603.16100803133,27388.988585099585,39644.55002910297,25658.574332140062,14243.58778325759,47293.88420900056,14368.801625998434,53212.804135938626,107880.00495815816,42283.277813420245,60550.1300519574,41976.401264407854,20526.85946571205,20526.85946571205,99452.63411137488,60423.88986624327
111638,Casa Loma College-Los Angeles,Sherman Oaks,CA,3,2,10.0,0.4255,,758,27596.0,25094.0,30488.0,,,32018.0,,,0.4916,0.7324,,0.3695380774,0.5291479821,56712.929577,26791.0,20752.0,19500.0,20053.0,593,49854.0,24231.0,76711.0,84600.0,casa loma college-los angeles,78731.79582371184,,25755.050571628908,,27496.754597294574,24869.31658568343,28322.960690789485,20013.687979069247,,58206.91676579516,51167.30259018042,,31291.144569531447,21298.66938162282,20581.255643296186,86828.61553996196,32861.449318658415
111948,Chapman University,Orange,CA,4,2,16.0,0.6543,1357.0,7478,46555.0,33559.0,33978.0,33709.0,40011.0,55066.0,83146.0,64984.0,0.1939,0.8188,0.9181,0.676021461,0.1787741203,110049.23737,20500.0,19000.0,16851.0,19000.0,2241,70070.0,42691.0,100753.0,90100.0,chapman university,103407.1335874443,85336.3128568047,34443.04384049153,41065.00870413024,21040.03095235485,43815.60787253566,47781.39712131122,17294.905442835687,34596.99528648437,112948.26149013883,71915.85213812217,66695.87177599159,34873.0815462982,19500.516492426446,19500.516492426446,92473.50189303278,56516.602166944984
111966,Charles R Drew University of Medicine and Science,Los Angeles,CA,4,2,26.0,0.3874,,282,35558.0,35636.0,35686.0,,33075.0,37834.0,39834.0,23000.0,0.5359,0.2963,0.5,0.4636363636,0.4770642202,73647.628571,18750.0,16902.0,11250.0,14794.0,122,83438.0,46338.0,133748.0,136200.0,charles r drew university of medicine and science,137271.31999100276,40883.34599785868,36574.75819600573,33946.2938414213,19243.930749105046,47558.68069610825,36494.70344408945,11546.358449463027,,75587.72608299382,85636.00500500409,23605.888385568855,36626.07534467001,17347.248934473253,15183.717946787203,139787.91296149904,38830.66005128748
112075,Concordia University-Irvine,Irvine,CA,4,2,17.0,0.6599,,1536,28115.0,25431.0,26012.0,22202.0,26339.0,31967.0,58682.0,43480.0,0.2423,0.5831,0.7483,0.6862955032,0.2838633687,90936.56623,24247.0,18750.0,18667.0,19000.0,750,65083.0,39043.0,96875.0,84300.0,concordia university-irvine,99426.97553704273,60227.85835834572,26100.928153626155,27032.847573369483,24885.738073256,40071.50870598978,28855.632693924712,19158.74428232234,22786.866692886946,93332.1057648813,66797.47973034687,44625.392478457994,26697.23342110509,19243.930749105046,19500.516492426446,86520.71264797628,32809.10582702085
112084,San Diego Christian College,Santee,CA,4,2,20.0,0.3081,,87,992.0,992.0,,,,,31745.0,28012.0,0.45,0.1967,0.8571,0.451171875,0.4083769634,71175.761062,24941.0,15750.0,12000.0,14000.0,294,49766.0,22595.0,80011.0,75800.0,san diego christian college,82118.72763555433,32581.25768695145,1018.1322294993176,,25598.02009671621,23190.219481388187,1018.1322294993176,12316.115679427228,,73050.74223423869,51076.98440853129,28749.919367676295,,16164.901829248238,14368.801625998434,77796.79737504867,
112260,Claremont McKenna College,Claremont,CA,4,2,21.0,0.0959,1527.0,1388,28849.0,15308.0,7360.0,16389.0,19325.0,52295.0,86500.0,67980.0,0.181,0.9136,0.9813,,,,13500.0,13500.0,11948.0,10987.0,136,104736.0,66067.0,182223.0,164000.0,claremont mckenna college,187023.29562102232,88778.66718920461,15711.258235056002,19834.077958744267,13855.630139355633,67807.4012160599,29608.968436316343,12262.745844816378,16820.734989177738,,107495.05765004085,69770.79532395526,7553.884283382034,13855.630139355633,11276.430247488914,168320.2476188388,53672.60578797058
112570,California College of ASU,Los Angeles,CA,3,2,30.0,,,71,17683.0,15386.0,19980.0,,,,31890.0,25186.0,0.4631,0.3723,0.25,0.3833333333,0.2953367876,79813.421875,25000.0,12000.0,15907.0,12668.0,132,42014.0,18032.0,64671.0,,california college of asu,66374.6264253532,32730.07741807786,15791.31298697228,,25658.574332140062,18507.016494285985,18148.822796609307,16326.037676054078,,81915.94471528564,43120.7736796213,25849.474125171182,20506.332606246335,12316.115679427228,13001.71278558201,,
113698,Dominican University of California,San Rafael,CA,4,2,19.0,0.835,1290.0,1114,35333.0,24572.0,29275.0,30313.0,35343.0,43317.0,71751.0,52161.0,0.319,0.7805,0.8548,0.7153196622,0.306122449,95640.345815,27000.0,23375.0,25624.0,23250.0,608,84713.0,54435.0,132065.0,124200.0,dominican university of california,135543.98476696308,73641.13467621525,25219.29953957382,36274.03970483305,27711.260278711266,55868.979750801765,36263.776275100194,26299.012347470278,31111.534549206466,98159.79688983032,86944.59229594324,53535.07582955031,30046.190542936012,23990.767000550957,23862.474128890255,127471.79728207183,44458.098573812444
